177.81	0.00
178.19	162.00
178.57	163.00
178.95	164.00
179.34	164.00
179.72	170.00
180.10	166.00
180.48	168.00
180.87	168.00
181.25	173.00
181.63	170.00
182.01	171.00
182.40	173.00
182.78	168.00
183.16	170.00
183.54	168.00
183.92	173.00
184.31	173.00
184.69	172.00
185.07	170.00
185.45	175.00
185.84	171.00
186.22	171.00
186.60	169.00
186.98	178.00
187.36	170.00
187.75	171.00
188.13	175.00
188.51	172.00
188.89	173.00
189.27	170.00
189.65	171.00
190.04	171.00
190.42	170.00
190.80	170.00
191.18	168.00
191.56	173.00
191.94	170.00
192.32	173.00
192.71	171.00
193.09	174.00
193.47	173.00
193.85	169.00
194.23	172.00
194.61	173.00
194.99	170.00
195.38	168.00
195.76	173.00
196.14	174.00
196.52	169.00
196.90	171.00
197.28	174.00
197.66	178.00
198.04	169.00
198.42	176.00
198.80	171.00
199.19	172.00
199.57	172.00
199.95	176.00
200.33	173.00
200.71	168.00
201.09	173.00
201.47	172.00
201.85	172.00
202.23	172.00
202.61	173.00
202.99	170.00
203.37	177.00
203.75	174.00
204.13	178.00
204.51	171.00
204.90	171.00
205.28	174.00
205.66	178.00
206.04	172.00
206.42	171.00
206.80	172.00
207.18	169.00
207.56	172.00
207.94	171.00
208.32	174.00
208.70	173.00
209.08	175.00
209.46	177.00
209.84	173.00
210.22	170.00
210.60	173.00
210.98	175.00
211.36	176.00
211.74	176.00
212.12	170.00
212.50	170.00
212.88	172.00
213.26	170.00
213.64	169.00
214.01	176.00
214.39	171.00
214.77	177.00
215.15	166.00
215.53	171.00
215.91	175.00
216.29	176.00
216.67	178.00
217.05	174.00
217.43	175.00
217.81	172.00
218.19	177.00
218.57	175.00
218.95	176.00
219.33	174.00
219.70	168.00
220.08	172.00
220.46	172.00
220.84	176.00
221.22	175.00
221.60	172.00
221.98	173.00
222.36	172.00
222.74	170.00
223.11	172.00
223.49	180.00
223.87	180.00
224.25	178.00
224.63	175.00
225.01	173.00
225.39	175.00
225.77	178.00
226.14	176.00
226.52	173.00
226.90	171.00
227.28	168.00
227.66	176.00
228.04	173.00
228.41	174.00
228.79	179.00
229.17	172.00
229.55	175.00
229.93	173.00
230.31	174.00
230.68	174.00
231.06	172.00
231.44	172.00
231.82	176.00
232.20	178.00
232.57	169.00
232.95	173.00
233.33	175.00
233.71	176.00
234.09	177.00
234.46	177.00
234.84	178.00
235.22	178.00
235.60	180.00
235.97	173.00
236.35	180.00
236.73	172.00
237.11	177.00
237.48	178.00
237.86	173.00
238.24	177.00
238.62	176.00
238.99	173.00
239.37	173.00
239.75	176.00
240.13	175.00
240.50	174.00
240.88	180.00
241.26	177.00
241.63	171.00
242.01	178.00
242.39	176.00
242.77	175.00
243.14	181.00
243.52	178.00
243.90	179.00
244.27	174.00
244.65	173.00
245.03	173.00
245.40	173.00
245.78	172.00
246.16	174.00
246.53	173.00
246.91	179.00
247.29	182.00
247.66	174.00
248.04	176.00
248.42	174.00
248.79	177.00
249.17	175.00
249.55	176.00
249.92	182.00
250.30	174.00
250.68	174.00
251.05	176.00
251.43	179.00
251.80	172.00
252.18	176.00
252.56	175.00
252.93	178.00
253.31	174.00
253.68	180.00
254.06	172.00
254.44	177.00
254.81	174.00
255.19	180.00
255.56	164.00
255.94	179.00
256.32	177.00
256.69	173.00
257.07	175.00
257.44	170.00
257.82	170.00
258.19	179.00
258.57	175.00
258.94	177.00
259.32	175.00
259.70	177.00
260.07	176.00
260.45	174.00
260.82	181.00
261.20	170.00
261.57	176.00
261.95	179.00
262.32	172.00
262.70	178.00
263.07	175.00
263.45	170.00
263.82	176.00
264.20	173.00
264.57	177.00
264.95	175.00
265.32	173.00
265.70	176.00
266.07	173.00
266.45	177.00
266.82	175.00
267.20	172.00
267.57	177.00
267.95	179.00
268.32	177.00
268.70	174.00
269.07	175.00
269.45	175.00
269.82	179.00
270.19	174.00
270.57	169.00
270.94	174.00
271.32	173.00
271.69	171.00
272.07	176.00
272.44	183.00
272.81	174.00
273.19	173.00
273.56	176.00
273.94	172.00
274.31	173.00
274.69	174.00
275.06	179.00
275.43	175.00
275.81	169.00
276.18	179.00
276.56	175.00
276.93	172.00
277.30	172.00
277.68	173.00
278.05	175.00
278.42	173.00
278.80	170.00
279.17	175.00
279.55	172.00
279.92	181.00
280.29	176.00
280.67	178.00
281.04	176.00
281.41	173.00
281.79	177.00
282.16	177.00
282.53	173.00
282.91	175.00
283.28	173.00
283.65	176.00
284.03	171.00
284.40	174.00
284.77	174.00
285.14	175.00
285.52	176.00
285.89	172.00
286.26	178.00
286.64	178.00
287.01	178.00
287.38	174.00
287.76	179.00
288.13	183.00
288.50	174.00
288.87	174.00
289.25	179.00
289.62	181.00
289.99	173.00
290.36	175.00
290.74	173.00
291.11	176.00
291.48	174.00
291.85	171.00
292.23	177.00
292.60	174.00
292.97	175.00
293.34	182.00
293.72	170.00
294.09	190.00
294.46	171.00
294.83	176.00
295.20	173.00
295.58	177.00
295.95	175.00
296.32	174.00
296.69	172.00
297.06	167.00
297.44	174.00
297.81	174.00
298.18	180.00
298.55	175.00
298.92	174.00
299.29	173.00
299.67	178.00
300.04	171.00
300.41	170.00
300.78	183.00
301.15	175.00
301.52	177.00
301.89	175.00
302.27	172.00
302.64	172.00
303.01	175.00
303.38	176.00
303.75	175.00
304.12	174.00
304.49	176.00
304.87	174.00
305.24	176.00
305.61	175.00
305.98	173.00
306.35	180.00
306.72	178.00
307.09	172.00
307.46	174.00
307.83	175.00
308.20	174.00
308.57	172.00
308.95	170.00
309.32	174.00
309.69	178.00
310.06	168.00
310.43	175.00
310.80	173.00
311.17	182.00
311.54	173.00
311.91	172.00
312.28	176.00
312.65	170.00
313.02	172.00
313.39	174.00
313.76	172.00
314.13	172.00
314.50	180.00
314.87	172.00
315.24	170.00
315.61	175.00
315.98	172.00
316.35	177.00
316.72	173.00
317.09	176.00
317.46	175.00
317.83	174.00
318.20	180.00
318.57	173.00
318.94	168.00
319.31	176.00
319.68	176.00
320.05	175.00
320.42	173.00
320.79	173.00
321.16	174.00
321.53	176.00
321.90	170.00
322.27	175.00
322.64	171.00
323.01	167.00
323.38	172.00
323.74	168.00
324.11	175.00
324.48	173.00
324.85	182.00
325.22	180.00
325.59	170.00
325.96	176.00
326.33	170.00
326.70	178.00
327.07	176.00
327.43	172.00
327.80	169.00
328.17	176.00
328.54	173.00
328.91	168.00
329.28	170.00
329.65	174.00
330.02	174.00
330.38	173.00
330.75	174.00
331.12	172.00
331.49	170.00
331.86	173.00
332.23	174.00
332.60	172.00
332.96	174.00
333.33	171.00
333.70	173.00
334.07	169.00
334.44	176.00
334.80	170.00
335.17	172.00
335.54	175.00
335.91	175.00
336.28	170.00
336.64	172.00
337.01	177.00
337.38	170.00
337.75	169.00
338.12	174.00
338.48	176.00
338.85	170.00
339.22	174.00
339.59	174.00
339.95	173.00
340.32	169.00
340.69	172.00
341.06	170.00
341.42	176.00
341.79	176.00
342.16	174.00
342.53	175.00
342.89	178.00
343.26	175.00
343.63	174.00
344.00	174.00
344.36	171.00
344.73	176.00
345.10	174.00
345.46	177.00
345.83	174.00
346.20	170.00
346.57	176.00
346.93	176.00
347.30	173.00
347.67	175.00
348.03	173.00
348.40	172.00
348.77	169.00
349.13	177.00
349.50	178.00
349.87	177.00
350.23	176.00
350.60	173.00
350.97	173.00
351.33	175.00
351.70	174.00
352.06	176.00
352.43	170.00
352.80	173.00
353.16	171.00
353.53	173.00
353.90	171.00
354.26	176.00
354.63	170.00
354.99	183.00
355.36	176.00
355.73	170.00
356.09	173.00
356.46	180.00
356.82	172.00
357.19	175.00
357.56	170.00
357.92	177.00
358.29	171.00
358.65	179.00
359.02	174.00
359.38	174.00
359.75	172.00
360.11	177.00
360.48	172.00
360.85	174.00
361.21	172.00
361.58	172.00
361.94	173.00
362.31	177.00
362.67	170.00
363.04	173.00
363.40	173.00
363.77	177.00
364.13	174.00
364.50	174.00
364.86	170.00
365.23	171.00
365.59	176.00
365.96	175.00
366.32	168.00
366.69	171.00
367.05	175.00
367.42	168.00
367.78	180.00
368.15	168.00
368.51	178.00
368.87	173.00
369.24	177.00
369.60	176.00
369.97	174.00
370.33	172.00
370.70	180.00
371.06	174.00
371.43	172.00
371.79	172.00
372.15	178.00
372.52	171.00
372.88	176.00
373.25	174.00
373.61	168.00
373.98	172.00
374.34	175.00
374.70	176.00
375.07	172.00
375.43	173.00
375.79	173.00
376.16	177.00
376.52	174.00
376.89	176.00
377.25	171.00
377.61	171.00
377.98	175.00
378.34	173.00
378.70	178.00
379.07	173.00
379.43	173.00
379.79	170.00
380.16	172.00
380.52	174.00
380.88	171.00
381.25	172.00
381.61	176.00
381.97	173.00
382.34	176.00
382.70	176.00
383.06	175.00
383.43	173.00
383.79	171.00
384.15	175.00
384.51	174.00
384.88	176.00
385.24	174.00
385.60	174.00
385.97	173.00
386.33	176.00
386.69	174.00
387.05	170.00
387.42	170.00
387.78	177.00
388.14	172.00
388.50	171.00
388.87	170.00
389.23	172.00
389.59	177.00
389.95	173.00
390.32	179.00
390.68	169.00
391.04	171.00
391.40	178.00
391.76	170.00
392.13	171.00
392.49	176.00
392.85	176.00
393.21	169.00
393.57	181.00
393.94	173.00
394.30	175.00
394.66	174.00
395.02	177.00
395.38	173.00
395.75	171.00
396.11	173.00
396.47	171.00
396.83	172.00
397.19	170.00
397.55	173.00
397.91	173.00
398.28	170.00
398.64	175.00
399.00	171.00
399.36	171.00
399.72	173.00
400.08	175.00
400.44	172.00
400.80	172.00
401.17	173.00
401.53	173.00
401.89	176.00
402.25	172.00
402.61	172.00
402.97	175.00
403.33	172.00
403.69	174.00
404.05	172.00
404.41	177.00
404.77	172.00
405.13	168.00
405.50	173.00
405.86	167.00
406.22	173.00
406.58	178.00
406.94	173.00
407.30	172.00
407.66	174.00
408.02	168.00
408.38	180.00
408.74	171.00
409.10	170.00
409.46	178.00
409.82	170.00
410.18	170.00
410.54	175.00
410.90	174.00
411.26	175.00
411.62	175.00
411.98	170.00
412.34	179.00
412.70	174.00
413.06	169.00
413.42	173.00
413.78	169.00
414.14	176.00
414.50	175.00
414.86	174.00
415.22	176.00
415.58	178.00
415.93	174.00
416.29	172.00
416.65	170.00
417.01	178.00
417.37	173.00
417.73	174.00
418.09	173.00
418.45	176.00
418.81	168.00
419.17	174.00
419.53	173.00
419.89	176.00
420.24	180.00
420.60	175.00
420.96	174.00
421.32	177.00
421.68	175.00
422.04	174.00
422.40	173.00
422.76	172.00
423.11	175.00
423.47	178.00
423.83	172.00
424.19	178.00
424.55	168.00
424.91	175.00
425.27	178.00
425.62	173.00
425.98	181.00
426.34	175.00
426.70	173.00
427.06	175.00
427.41	181.00
427.77	181.00
428.13	177.00
428.49	176.00
428.85	179.00
429.20	169.00
429.56	182.00
429.92	182.00
430.28	179.00
430.64	182.00
430.99	181.00
431.35	180.00
431.71	181.00
432.07	180.00
432.42	182.00
432.78	180.00
433.14	188.00
433.50	181.00
433.85	184.00
434.21	186.00
434.57	179.00
434.93	183.00
435.28	182.00
435.64	182.00
436.00	182.00
436.35	187.00
436.71	189.00
437.07	182.00
437.42	187.00
437.78	191.00
438.14	179.00
438.50	178.00
438.85	184.00
439.21	186.00
439.57	188.00
439.92	189.00
440.28	185.00
440.64	191.00
440.99	188.00
441.35	191.00
441.71	193.00
442.06	197.00
442.42	198.00
442.77	192.00
443.13	195.00
443.49	194.00
443.84	195.00
444.20	191.00
444.56	195.00
444.91	204.00
445.27	197.00
445.62	198.00
445.98	198.00
446.34	201.00
446.69	202.00
447.05	205.00
447.40	200.00
447.76	210.00
448.11	206.00
448.47	207.00
448.83	214.00
449.18	199.00
449.54	212.00
449.89	206.00
450.25	219.00
450.60	208.00
450.96	214.00
451.31	211.00
451.67	206.00
452.02	212.00
452.38	209.00
452.73	213.00
453.09	208.00
453.44	210.00
453.80	201.00
454.15	208.00
454.51	209.00
454.86	206.00
455.22	210.00
455.57	208.00
455.93	208.00
456.28	208.00
456.64	209.00
456.99	207.00
457.35	203.00
457.70	207.00
458.06	198.00
458.41	205.00
458.77	202.00
459.12	200.00
459.47	199.00
459.83	197.00
460.18	202.00
460.54	199.00
460.89	200.00
461.25	195.00
461.60	203.00
461.95	196.00
462.31	203.00
462.66	194.00
463.02	198.00
463.37	194.00
463.72	193.00
464.08	197.00
464.43	192.00
464.79	192.00
465.14	194.00
465.49	197.00
465.85	191.00
466.20	196.00
466.55	192.00
466.91	194.00
467.26	195.00
467.61	194.00
467.97	188.00
468.32	192.00
468.67	186.00
469.03	190.00
469.38	191.00
469.73	189.00
470.09	183.00
470.44	191.00
470.79	185.00
471.15	190.00
471.50	185.00
471.85	190.00
472.20	191.00
472.56	193.00
472.91	189.00
473.26	188.00
473.61	187.00
473.97	189.00
474.32	190.00
474.67	189.00
475.03	191.00
475.38	193.00
475.73	186.00
476.08	186.00
476.43	187.00
476.79	187.00
477.14	185.00
477.49	184.00
477.84	188.00
478.20	184.00
478.55	181.00
478.90	184.00
479.25	186.00
479.60	189.00
479.96	191.00
